pincode,area_sqkm,centroid_lat,centroid_lon,min_lat,min_lon,max_lat,max_lon,n_parts
321023,164.0404,27.760537,77.228744,27.700633,77.139258,27.816423,77.321098,1
322236,196.7228,26.754168,77.135283,26.634036,77.055491,26.873735,77.213096,1
321024,352.2382,27.557257,77.082258,27.470918,76.936356,27.651300,77.229834,1
322252,154.8196,26.772554,77.214336,26.706242,77.122142,26.848253,77.287594,1
321201,210.2054,27.324366,77.308670,27.263982,77.208702,27.391238,77.400825,1
321204,403.0617,27.688648,77.087242,27.572274,76.978676,27.814627,77.185870,1
321205,327.7443,27.433402,77.074030,27.345713,76.881241,27.532459,77.198681,1
628229,26.7582,8.328902,77.270631,8.293877,77.248519,8.382386,77.296749,1
321401,254.3913,26.932267,77.273583,26.781136,77.199356,27.106543,77.338585,1
321404,397.1225,26.988853,77.543393,26.887295,77.367153,27.075037,77.763229,1
321602,278.2075,27.246436,77.235514,27.161628,77.122296,27.338327,77.337553,1
321603,20.1984,27.166349,77.297307,27.149878,77.261606,27.188899,77.332599,1
321605,309.9125,27.319477,77.063888,27.241688,76.915381,27.398571,77.209709,2
322254,134.6389,26.823139,76.989282,26.772443,76.915060,26.864525,77.065399,1
321606,180.1265,27.217487,77.013324,27.152185,76.929598,27.290706,77.097519,1
322255,287.1336,26.420250,76.809061,26.328513,76.687106,26.521589,76.921429,1
321607,187.7946,27.349535,76.891507,27.270605,76.813064,27.415833,76.987812,1
321608,227.4745,27.031942,76.881545,26.968205,76.721757,27.098213,77.011002,1
365455,101.0352,21.665943,71.123180,21.603380,71.048798,21.734678,71.181967,1
321611,260.0705,26.884276,76.846112,26.803016,76.736849,26.967321,76.952613,1
322001,770.101,25.926315,76.401038,25.820856,76.218918,26.067856,76.621755,1
322023,529.174,26.320617,76.201001,26.166937,76.103676,26.485640,76.301513,1
365456,79.6464,21.577797,70.939908,21.526696,70.880154,21.615692,71.006134,1
628252,90.0536,8.718386,77.857955,8.657927,77.812607,8.798226,77.912255,1
322025,865.8581,26.016735,76.680258,25.865839,76.477626,26.178402,76.846237,1
323023,87.7355,25.568712,75.501542,25.514616,75.456149,25.643209,75.545407,1
322028,197.7447,26.287262,76.491096,26.181145,76.414147,26.371852,76.567418,1
323024,562.1483,25.492757,75.492379,25.374034,75.264778,25.710960,75.628157,1
323303,71.7122,24.865109,75.646407,24.826185,75.602609,24.905886,75.688111,1
322033,351.9053,26.158805,76.573019,26.016063,76.478898,26.276691,76.660701,1
322201,316.0899,26.477973,76.661864,26.376755,76.549853,26.595440,76.788185,1
322211,325.4528,26.580477,76.585356,26.510087,76.454056,26.670823,76.704234,1
690533,8.2366,9.144550,76.526788,9.132263,76.505938,9.159605,76.545975,1
322214,288.6119,26.432599,76.501787,26.338369,76.404309,26.535928,76.584918,1
322218,531.3921,26.223099,76.753523,26.031219,76.630345,26.373898,76.883095,1
628102,43.9924,8.743740,77.989345,8.701031,77.957465,8.785065,78.026257,1
322230,359.3358,26.729033,77.026868,26.623282,76.876075,26.840079,77.166241,1
323613,135.1217,25.760379,76.188105,25.698581,76.121081,25.841965,76.249090,1
322242,564.6314,26.623202,77.260289,26.440198,77.123795,26.805805,77.393822,1
322243,649.5035,26.275603,76.901682,26.066853,76.783840,26.481459,77.016874,1
628104,42.08,8.803430,77.955224,8.778641,77.919089,8.836205,78.013867,1
690534,13.725,9.211396,76.598612,9.191507,76.573732,9.235186,76.616770,1
322249,602.3367,26.349606,77.039402,26.142419,76.910149,26.525527,77.171083,1
331026,130.7065,28.395579,75.233766,28.328488,75.129578,28.459743,75.330900,1
322251,681.0955,26.325435,77.193884,26.170128,77.009675,26.462257,77.373283,1
323001,576.7696,25.390998,75.567706,25.271510,75.308179,25.499522,75.792553,1
331029,547.79,28.486959,75.112683,28.373667,74.956441,28.616453,75.240092,1
323022,884.835,25.161715,75.558292,24.996206,75.408287,25.364163,75.750168,1
323025,345.5761,25.607536,75.464199,25.468714,75.360527,25.747206,75.593967,1
323614,185.8314,25.741498,76.288069,25.669958,76.212862,25.817575,76.387344,1
323026,422.3536,25.589496,75.689369,25.443315,75.605820,25.721376,75.791141,1
323301,313.6486,25.402837,76.046490,25.325582,75.907516,25.484294,76.160156,1
323302,46.0201,25.098202,75.715950,25.061072,75.661108,25.129506,75.761734,1
331030,24.782,28.203749,75.062945,28.179205,75.027473,28.232518,75.099392,1
323602,281.9987,25.329507,76.006327,25.225002,75.819893,25.434292,76.059749,1
331031,196.2708,28.222376,74.830435,28.142558,74.747677,28.294906,74.903185,1
323615,69.0336,25.667529,76.175624,25.621550,76.130226,25.713755,76.224468,1
323603,543.0244,25.566064,76.188658,25.411634,76.041902,25.698268,76.325386,1
323616,356.5427,25.710096,76.064791,25.600192,75.964910,25.811302,76.162673,1
324002,194.4693,25.195227,75.945565,25.125130,75.867170,25.275499,76.035319,1
323801,432.082,25.763848,75.847707,25.666237,75.644918,25.853769,76.060181,1
324003,15.6784,25.127960,75.869139,25.096602,75.853705,25.169041,75.888183,1
323802,511.6878,25.636907,75.872736,25.538543,75.700049,25.762691,76.015702,1
324004,10.784,25.130652,75.887020,25.111580,75.866427,25.150853,75.908286,1
323803,611.5311,25.505650,75.928979,25.382660,75.759792,25.630457,76.099400,1
324001,15.5646,25.206078,75.868756,25.183556,75.845502,25.231632,75.884915,1
325001,301.2929,25.068449,75.992770,24.947633,75.875683,25.162352,76.072807,1
331033,44.1529,28.094148,74.983600,28.062457,74.938133,28.131259,75.022836,1
325003,974.7338,24.973762,75.842542,24.827198,75.623596,25.145618,76.039860,1
331301,191.8817,28.545248,75.586970,28.458071,75.516317,28.617843,75.673820,1
325204,629.1947,25.365116,76.233493,25.218877,76.102611,25.536136,76.331223,1
332030,74.9672,27.459715,74.862979,27.401272,74.798271,27.511185,74.915333,1
325205,824.8522,25.092750,76.519415,24.906780,76.380991,25.262305,76.654138,1
325216,820.3079,25.183183,76.688756,24.943819,76.574163,25.400429,76.814005,1
325217,1761.1949,25.209268,77.148095,25.029175,76.872515,25.431253,77.423798,1
325219,257.4302,24.759174,76.664039,24.690482,76.573394,24.844038,76.747035,1
332302,132.4832,28.094271,74.853294,28.037743,74.786964,28.158708,74.937453,1
325220,1039.5873,24.648978,76.895747,24.455620,76.679098,24.880633,77.069427,1
690536,6.6981,9.026494,76.549534,9.007219,76.534198,9.047645,76.563383,1
325221,906.984,24.567352,76.673415,24.414057,76.521606,24.777954,76.855667,1
630104,26.5895,10.092452,78.831713,10.044201,78.810768,10.143512,78.854331,1
325601,414.8902,24.951877,76.268341,24.807058,76.167849,25.127614,76.389951,1
630105,10.6097,10.188244,78.810235,10.163979,78.796120,10.211376,78.823517,1
325602,694.0197,24.905655,76.125866,24.725646,76.002497,25.085732,76.257919,1
326001,411.7978,24.646750,76.161745,24.521728,76.064041,24.793228,76.312903,1
630106,14.8309,10.110525,78.806191,10.085393,78.785182,10.129540,78.828607,1
326021,279.8755,24.485001,76.346920,24.388291,76.230002,24.564143,76.454459,1
331302,573.6758,28.845267,74.865564,28.737451,74.696416,28.944901,75.045975,1
326033,463.4334,24.387179,76.548105,24.262949,76.396153,24.511722,76.697200,1
630107,16.8356,10.144464,78.808744,10.122648,78.788717,10.164436,78.832100,1
326036,317.06,24.319911,76.121134,24.202697,76.033374,24.433454,76.212046,1
332303,142.6465,27.968510,75.112277,27.913006,75.027011,28.034449,75.198265,1
326037,794.0877,24.280495,76.786346,24.115955,76.644227,24.451931,76.949036,1
326038,796.7923,24.714602,76.328569,24.531133,76.183257,24.872137,76.475482,1
332304,87.0447,27.990655,74.817082,27.938417,74.761292,28.038709,74.875359,1
326039,458.3178,24.273752,76.495157,24.158854,76.368507,24.376228,76.670202,1
326512,490.8469,24.222464,75.835691,24.031201,75.729279,24.404599,75.924689,1
332305,47.8356,28.035217,75.083808,28.000896,75.045332,28.073142,75.126007,1
326513,465.164,24.301799,75.982659,24.164399,75.849977,24.439446,76.124006,1
327601,398.0129,23.312079,74.195491,23.150150,74.113406,23.457897,74.305997,1
332307,65.7416,28.111766,75.088108,28.070672,75.045681,28.159435,75.130745,1
327602,415.6448,23.202692,74.319359,23.060465,74.220262,23.336710,74.395734,1
327801,758.787,23.214165,74.516855,23.082861,74.369245,23.335685,74.749702,1
332706,101.643,27.663187,75.626756,27.608921,75.572084,27.717300,75.678657,1
328001,301.0895,26.693721,77.883683,26.611075,77.748345,26.791036,78.001692,1
630202,52.3824,10.034400,78.817948,9.998064,78.772313,10.087821,78.864784,1
328021,786.943,26.593662,77.634342,26.412318,77.481377,26.734073,77.832420,1
328024,288.5531,26.829517,77.948789,26.723613,77.854140,26.918779,78.036201,1
361220,334.8314,22.682077,70.536787,22.580119,70.415764,22.778296,70.644020,1
690537,5.0921,9.162039,76.533061,9.150850,76.515738,9.173083,76.549946,1
331001,1421.8276,28.386445,74.905885,28.232446,74.661396,28.601060,75.164787,1
331022,1260.5546,28.103433,74.638419,27.884166,74.341275,28.261994,74.864216,1
331023,1649.7015,28.676151,75.352479,28.455465,75.140177,28.916906,75.562499,1
683519,12.3787,10.107842,76.243779,10.074127,76.228048,10.143848,76.257345,1
331024,244.5322,28.141708,74.978362,28.056285,74.873495,28.201002,75.085655,1
361240,94.0288,22.757313,70.430062,22.693123,70.385800,22.817942,70.493745,1
331027,317.8494,28.219534,75.150536,28.127317,75.044365,28.343359,75.248963,1
331305,266.4293,28.505224,75.501577,28.404731,75.401223,28.596990,75.615341,1
331028,153.9398,28.333645,75.258965,28.257986,75.175945,28.393344,75.366262,1
331304,1556.5223,28.684092,74.948073,28.486716,74.696641,28.895016,75.179338,1
331802,878.4805,28.032028,74.400571,27.871464,74.243367,28.186831,74.552751,1
332711,168.1091,27.833997,75.851531,27.757704,75.754992,27.914932,75.932242,1
331803,2822.2811,28.047207,74.079536,27.720511,73.797737,28.355909,74.348595,1
690538,6.0092,9.024717,76.584657,9.014243,76.566077,9.034844,76.600051,1
683521,6.7449,10.167736,76.237571,10.153203,76.217245,10.181376,76.255095,1
332002,136.6982,27.497242,75.000020,27.449946,74.917445,27.560436,75.095910,1
332021,193.9297,27.527026,75.153620,27.438894,75.080221,27.599377,75.221624,1
332712,108.3728,27.421931,75.682966,27.344494,75.639965,27.489166,75.732172,1
332714,64.8984,27.685560,75.712808,27.628323,75.668878,27.739883,75.771097,2
332023,265.0878,27.420208,75.070608,27.346817,74.960945,27.500389,75.177096,1
341031,397.3131,26.625521,74.348482,26.530890,74.203325,26.697939,74.510155,1
332028,247.4847,27.531849,74.835029,27.469047,74.716385,27.599568,74.952303,1
332041,251.2759,27.628828,74.978176,27.557941,74.843977,27.698023,75.092423,1
341301,275.8154,27.078712,74.305388,26.956024,74.207429,27.192072,74.369343,1
683522,7.2389,10.158378,76.204133,10.141056,76.182257,10.171402,76.220778,1
332042,135.954,27.561121,75.029102,27.516110,74.930821,27.619933,75.107475,1
332301,544.7111,27.973487,74.945859,27.861920,74.819001,28.089922,75.074626,1
332311,357.3054,27.841514,74.942847,27.762704,74.729530,27.915673,75.102648,1
332312,272.2411,27.713775,74.913432,27.638315,74.793593,27.785088,75.025466,1
334305,4884.5648,28.059869,72.293506,27.657137,71.897445,28.402364,72.653625,1
333026,178.6916,28.223609,75.684510,28.164923,75.573963,28.280141,75.779968,1
332315,161.1997,27.727883,75.071282,27.666375,74.978229,27.793659,75.154964,1
332705,341.8315,27.633458,75.870482,27.539028,75.768787,27.743433,75.983988,1
332708,251.6005,27.583694,75.675300,27.504159,75.566863,27.644215,75.794775,1
341302,223.3827,27.166293,74.381685,27.064956,74.312526,27.265177,74.450210,1
333027,109.353,28.171201,75.636056,28.131401,75.570075,28.215193,75.716209,1
332709,343.0832,27.607002,75.509757,27.509921,75.410079,27.709110,75.602064,1
332710,194.2052,27.211901,75.302427,27.123093,75.233972,27.284422,75.395065,1
333030,86.4348,28.329602,75.700670,28.272446,75.651841,28.395571,75.749860,1
332713,262.2762,27.726600,75.794231,27.623878,75.711647,27.813972,75.904582,1
333032,63.267,27.862740,75.441151,27.825766,75.376590,27.901892,75.491425,1
332718,410.8925,27.799268,75.974215,27.673743,75.871952,27.928802,76.097466,1
333001,454.477,28.123350,75.362320,28.004620,75.214057,28.239004,75.511829,1
333023,229.9772,28.207969,75.482917,28.140147,75.364868,28.267538,75.587552,1
690539,12.8735,9.039670,76.531320,9.011041,76.510463,9.073094,76.546788,1
333025,221.4901,28.295400,75.434303,28.218401,75.346265,28.364399,75.529387,1
333029,190.644,28.302878,75.769468,28.197626,75.688782,28.410284,75.839909,1
333033,220.8607,28.320721,75.862871,28.230300,75.779353,28.399469,75.936745,1
333031,429.5904,28.408794,75.657462,28.299135,75.506991,28.517168,75.796832,1
333514,369.64,28.015552,75.677147,27.904843,75.566065,28.125929,75.784829,1
334021,3035.5403,28.682495,73.203023,28.337566,72.754505,29.034307,73.534468,1
690540,22.7044,9.064344,76.688711,9.031555,76.661195,9.090515,76.724213,1
334022,995.0064,28.138019,73.543079,27.942183,73.361793,28.322089,73.741379,1
334801,587.7503,27.719586,73.402804,27.601708,73.251985,27.844105,73.545135,1
334023,3940.3051,28.571515,72.603967,28.331592,72.209704,28.903043,73.080173,1
335525,83.9124,29.507821,74.574185,29.457644,74.526459,29.564416,74.623367,1
690542,1.6037,9.066284,76.519195,9.060343,76.509789,9.071457,76.528399,1
334303,2637.3817,27.742362,72.630257,27.457418,72.248550,28.061878,72.960894,1
341304,295.3427,27.613351,74.543348,27.545346,74.417431,27.705948,74.660455,1
334603,2402.7817,28.563095,73.805911,28.279020,73.454567,28.795614,74.194382,1
334803,1446.4526,27.477882,73.379407,27.186546,73.162817,27.759809,73.619354,1
630203,132.5308,10.216854,78.588097,10.134582,78.515823,10.284610,78.650993,1
335001,535.7368,29.981721,73.867684,29.854907,73.675155,30.106448,74.040065,1
335021,546.0919,29.525377,73.307097,29.339586,73.168890,29.725137,73.412523,1
628301,72.6057,8.848210,77.970453,8.794847,77.909666,8.896519,78.023068,1
335022,331.9862,29.818859,73.738622,29.725170,73.616902,29.891518,73.831742,1
335023,161.8857,29.896054,73.555456,29.812299,73.440981,29.978912,73.653755,1
341305,290.7689,27.314850,74.418722,27.217461,74.315388,27.418621,74.527701,1
335024,292.6199,29.702200,73.451196,29.601718,73.325879,29.793427,73.552205,1
628302,60.1187,8.907130,77.909389,8.875166,77.854392,8.939578,77.961851,1
335025,343.8245,29.710637,73.913336,29.621520,73.806465,29.795277,74.051528,1
335037,278.2023,29.796585,74.059391,29.725552,73.934752,29.864737,74.191071,1
335039,434.0684,29.527139,73.618432,29.430113,73.501155,29.627476,73.736763,1
335040,155.4339,29.786475,73.555904,29.725838,73.477597,29.843548,73.650382,1
335702,252.7023,29.370194,73.648337,29.298381,73.559150,29.439483,73.749259,1
335051,733.3605,29.458758,73.453049,29.301003,73.295437,29.618701,73.607784,1
335061,231.0661,29.584566,73.755444,29.502459,73.659830,29.675092,73.831325,1
335062,466.903,29.894163,74.183744,29.779254,74.042334,29.970233,74.329401,1
335805,91.2175,29.336929,73.957856,29.283291,73.913952,29.404995,74.008937,1
335901,93.4502,30.133348,73.926518,30.091733,73.845247,30.201553,73.977684,1
341001,2594.3113,27.284967,73.633283,27.054831,73.131996,27.551086,73.991267,1
335063,634.0236,29.854488,74.397875,29.739291,74.211082,29.954865,74.563133,1
335501,453.2232,29.000673,75.209973,28.857414,75.047884,29.118423,75.338240,1
341026,286.4691,27.075567,73.829967,26.990178,73.742634,27.179798,73.932869,1
335502,561.3346,28.958640,75.038948,28.844526,74.855808,29.048497,75.187780,1
341027,237.9595,27.169073,73.970674,27.064108,73.877714,27.249546,74.091871,1
335504,728.73,29.163641,74.971081,29.020007,74.834500,29.297393,75.132140,1
341029,280.3132,27.462952,73.603638,27.345569,73.505287,27.567009,73.712601,1
335512,263.9029,29.674304,74.202259,29.617321,74.043640,29.727034,74.370817,1
341030,358.863,27.121585,74.135324,27.033768,74.023044,27.217607,74.259142,1
335513,433.7671,29.561945,74.333257,29.441069,74.215375,29.674791,74.442180,1
335523,2848.4009,29.084182,74.672372,28.813013,74.311646,29.402468,74.959923,1
335524,2327.0473,29.085824,74.324943,28.777220,74.058327,29.353443,74.616705,1
335526,946.4685,29.536655,74.497602,29.308289,74.383309,29.767803,74.615379,1
335701,700.7885,29.242043,73.182476,29.105690,72.995678,29.381157,73.366380,1
628151,37.7681,8.627008,78.097341,8.593017,78.052403,8.659438,78.129435,1
335703,1170.7826,29.139007,73.361681,28.950087,73.191274,29.381913,73.586872,1
335704,433.4925,29.258767,73.527941,29.136796,73.429605,29.366208,73.685281,1
341306,247.4973,27.624697,74.397459,27.527834,74.299560,27.697880,74.494809,1
370135,387.7815,23.402981,70.481376,23.231766,70.404639,23.529572,70.586815,1
335705,461.0196,29.437837,73.807493,29.314845,73.682882,29.565498,73.937876,1
370150,484.0235,23.261180,70.587994,23.178185,70.428261,23.353787,70.738144,1
335707,1707.0756,28.884450,72.958668,28.713793,72.648565,29.052515,73.285108,1
370160,93.6159,23.532532,70.853642,23.483568,70.791885,23.588396,70.920731,1
370165,10928.681,24.062355,70.726798,23.409239,70.024086,24.693365,71.395081,1
335802,362.2054,29.611826,73.959557,29.534846,73.789968,29.698194,74.115436,1
335803,941.1722,29.429732,74.076824,29.283930,73.870998,29.579432,74.342641,1
335804,2172.4099,29.201634,73.875327,29.021956,73.515311,29.443209,74.241003,1
341025,1145.4832,26.990867,73.335361,26.855974,73.113991,27.168871,73.547140,1
341028,855.1917,26.945530,73.714846,26.816378,73.497682,27.107697,73.902990,1
385540,244.4418,24.136692,72.097333,24.040161,72.037994,24.235470,72.212692,1
341303,1036.807,27.460690,74.605246,27.275395,74.416969,27.667204,74.802450,1
341504,363.1297,26.982851,74.442474,26.869107,74.356715,27.095766,74.530968,1
341502,369.2389,27.078208,74.577155,26.979778,74.426839,27.152964,74.737106,1
341503,1225.799,26.852744,74.316259,26.669708,74.080072,27.076977,74.564668,1
342007,6.8317,26.325091,73.057379,26.311412,73.038537,26.337450,73.083229,1
341508,647.2953,27.165274,74.902999,27.003970,74.739877,27.320473,75.144078,1
341510,1277.2623,26.601003,73.986882,26.419249,73.756838,26.763872,74.238586,1
342028,245.2717,26.377384,72.354252,26.283840,72.254718,26.467654,72.432801,1
341512,962.2107,26.824428,74.686137,26.565832,74.507522,27.044178,74.853769,1
341513,329.6716,26.524284,74.283400,26.442305,74.135832,26.596203,74.422485,1
342029,442.4418,26.779486,73.260321,26.670009,73.131015,26.873770,73.371096,1
341514,783.5963,26.840947,74.086740,26.716484,73.880701,26.968034,74.262411,1
342034,0.2618,26.291943,73.036924,26.288638,73.034845,26.294779,73.038925,1
342006,16.6017,26.290484,73.054462,26.271181,73.031916,26.314876,73.078104,1
387210,47.3487,22.602566,72.723563,22.551137,72.687187,22.644176,72.761828,1
342014,918.8337,26.102341,72.792656,25.892737,72.610100,26.260276,72.996837,1
628152,26.9825,8.678232,78.111598,8.650032,78.076629,8.707363,78.152373,1
342302,696.6711,26.919444,72.626581,26.749630,72.499862,27.068165,72.780005,1
342023,1056.5344,26.381355,72.585748,26.200178,72.403496,26.599171,72.787685,1
342024,416.3241,26.386852,72.843336,26.269162,72.724442,26.497279,73.043212,1
342308,964.1104,27.130875,72.632300,26.998783,72.396555,27.283263,72.839381,1
342025,1167.4943,26.614555,72.309870,26.433625,72.045441,26.811791,72.540368,1
342026,6.9319,26.210240,73.134913,26.193651,73.119873,26.222467,73.151864,1
342027,967.0857,26.270102,73.259850,26.005119,73.109805,26.469032,73.386209,1
342037,981.3772,26.569394,73.147363,26.370774,73.017184,26.772617,73.291784,1
342301,4037.7864,27.175220,72.243711,26.778926,71.788666,27.484526,72.769082,1
342306,1187.7424,26.578560,72.731669,26.360343,72.511256,26.767074,72.969843,1
342801,590.2841,25.979395,72.914604,25.852856,72.751205,26.093104,73.108505,1
342307,2335.3482,27.461478,72.354729,27.269569,71.897430,27.618462,72.850288,1
342312,1440.8048,27.104190,73.071988,26.805802,72.921407,27.410410,73.212629,1
342314,542.3934,26.831831,72.318515,26.662077,72.220215,26.999728,72.418659,1
342606,1109.4835,26.498351,73.515618,26.307499,73.275814,26.647260,73.804896,1
628201,10.709,8.553124,78.067449,8.531152,78.041966,8.579099,78.091459,1
342902,526.9403,26.723100,73.725886,26.538122,73.621745,26.878988,73.826876,1
342901,752.1385,26.774525,73.508861,26.632029,73.316608,26.887163,73.677292,1
343030,421.7198,25.109259,72.115587,25.016801,71.962906,25.192309,72.265947,1
343029,695.6962,25.042760,72.295330,24.897130,72.103376,25.190259,72.470862,1
343041,2952.3044,24.852737,71.735444,24.607424,71.367399,25.127032,72.054332,1
344001,1602.9547,25.763736,71.397062,25.439299,71.149062,26.075928,71.577521,1
344022,854.4048,25.760700,72.289275,25.611328,71.976112,25.907409,72.396044,1
344024,38.5908,25.797229,72.207313,25.766630,72.178448,25.836919,72.242151,1
344025,66.1228,25.789567,72.153430,25.740253,72.112492,25.837196,72.195527,1
690544,13.1561,9.082579,76.515744,9.064368,76.487408,9.108461,76.541005,1
344031,1898.454,25.265229,71.679192,24.985773,71.491736,25.554049,71.949974,1
344033,1734.1306,25.560967,71.894887,25.343399,71.628185,25.823815,72.180404,1
363030,235.4898,22.702824,71.717453,22.600768,71.635737,22.801293,71.794259,1
344502,1914.7154,25.685795,70.929281,25.492277,70.662931,25.871028,71.213397,1
344701,5178.965,26.123936,71.065825,25.765009,70.386127,26.513868,71.756569,1
363110,165.6937,22.886246,71.695616,22.801227,71.639816,22.970976,71.755012,1
344702,3153.1361,25.340727,71.002545,25.047983,70.664078,25.591028,71.345911,1
344704,1628.5273,25.150189,71.387903,24.897404,71.162741,25.407081,71.572422,1
345001,14009.1559,26.966927,70.272170,26.530729,69.483734,27.542909,71.116136,1
345021,1806.9414,26.792334,71.893815,26.493677,71.608924,27.011026,72.103607,1
383335,126.9908,23.264714,73.338708,23.213482,73.242630,23.307390,73.440129,1
345027,3722.5481,26.483290,71.097931,26.021770,70.567736,26.890451,71.483351,1
690547,9.7761,9.131924,76.493703,9.113556,76.473461,9.152753,76.511848,1
360001,35.8844,22.335555,70.783063,22.274464,70.749392,22.374185,70.809114,1
360022,24.9439,22.231742,70.822358,22.204693,70.799816,22.259034,70.850999,1
360004,26.5087,22.250158,70.783761,22.214638,70.758594,22.284697,70.801630,1
360005,75.021,22.273744,70.725416,22.208696,70.694344,22.327034,70.763559,1
690548,15.2634,9.287352,76.427568,9.264357,76.404785,9.315331,76.445952,1
360006,30.6497,22.332333,70.751222,22.298599,70.719933,22.369672,70.790183,1
383422,361.7776,24.376833,73.058715,24.282270,72.959129,24.494576,73.228050,1
360007,12.7154,22.286958,70.767832,22.269463,70.747480,22.301540,70.790469,1
690558,5.9265,9.230207,76.586467,9.218449,76.567201,9.244575,76.603760,1
360020,408.0416,22.218057,70.934263,22.111743,70.808002,22.332544,71.080780,1
360023,219.3578,22.343723,70.974143,22.255033,70.891521,22.427039,71.061775,1
360021,188.9307,22.232408,70.623708,22.162021,70.509109,22.300877,70.715489,1
360055,635.1027,22.137669,71.377881,21.978121,71.209718,22.294634,71.505692,1
360110,711.6001,22.391823,70.589778,22.263332,70.401543,22.586522,70.759804,1
360311,831.1437,21.983998,70.736963,21.780689,70.526054,22.212890,70.923157,1
360370,458.5791,21.734989,70.644447,21.605455,70.471554,21.860973,70.808144,1
360410,477.7024,21.725676,70.409655,21.526133,70.245033,21.940750,70.536095,1
360590,348.4188,21.863128,69.577658,21.749533,69.434769,21.977499,69.725784,1
360460,214.7753,21.807627,70.136618,21.703380,70.030083,21.906192,70.198734,1
690559,4.3515,9.211862,76.522531,9.192559,76.511154,9.227015,76.534193,1
360490,397.3554,21.710556,70.177399,21.609188,70.008469,21.806971,70.329346,1
360510,546.4265,21.928580,69.735699,21.792885,69.609360,22.096439,69.854226,1
360515,390.7793,22.016084,69.883181,21.881334,69.783759,22.131535,70.005423,1
360520,483.31,22.040332,70.121798,21.901796,69.979697,22.171400,70.263451,1
387220,41.5014,22.574136,72.760803,22.535562,72.735258,22.624800,72.785662,1
360530,381.3773,21.893845,70.010893,21.792297,69.882406,22.029223,70.121698,1
361003,9.9538,22.468791,70.018498,22.453356,69.995854,22.486663,70.042526,1
360550,285.5749,21.720165,69.756618,21.611173,69.683685,21.831383,69.826250,1
360560,21.5444,21.656697,69.674543,21.635633,69.637878,21.678285,69.702872,1
360570,339.4513,21.629649,69.838113,21.536644,69.698967,21.750610,69.928551,1
361004,1.5795,22.461194,70.053271,22.452968,70.042791,22.470483,70.062598,1
360579,369.1996,21.761705,69.542446,21.647855,69.368813,21.886583,69.701500,1
361001,18.5872,22.453264,70.075221,22.413100,70.050249,22.488146,70.099243,1
361002,17.8026,22.492829,70.038234,22.470277,70.018847,22.513889,70.062311,1
361005,19.9616,22.431180,70.054835,22.397838,70.033284,22.463150,70.075495,1
628202,22.6186,8.544695,78.091007,8.511722,78.070996,8.589003,78.114972,1
690561,13.0175,9.134238,76.657119,9.114960,76.636237,9.149141,76.679511,1
361006,208.5211,22.431032,69.960363,22.355955,69.870306,22.512256,70.057386,1
361008,17.6963,22.499997,70.071273,22.472253,70.049705,22.529073,70.088566,1
361315,951.5725,22.088219,69.276232,21.821467,69.103514,22.287080,69.437809,1
361011,175.9911,22.608071,70.271145,22.540459,70.189611,22.694170,70.357986,1
361012,499.7855,22.304684,70.108221,22.139040,69.952306,22.412857,70.251490,1
361013,250.4476,22.261756,70.246530,22.167023,70.150505,22.349976,70.373178,1
361325,158.7286,21.926560,69.516447,21.850798,69.395799,21.992333,69.636375,1
361335,631.3437,22.247077,69.076122,22.079701,68.936194,22.410229,69.241997,1
361120,244.3454,22.489316,70.213575,22.368847,70.073744,22.572407,70.380341,1
361160,629.961,22.134772,70.323178,21.993484,70.172691,22.273279,70.477623,1
361162,343.1634,22.244958,70.470392,22.129127,70.337907,22.381023,70.611732,1
387230,52.7882,22.664837,72.792546,22.633965,72.742630,22.704818,72.841239,1
361170,543.4278,22.170659,69.977243,22.039923,69.840289,22.318472,70.123077,1
690571,3.6358,9.175563,76.641146,9.164739,76.623900,9.183798,76.657587,1
361210,564.1907,22.519867,70.444786,22.346489,70.326408,22.675419,70.601524,3
690572,3.9288,9.199267,76.473876,9.189607,76.460027,9.209142,76.486224,1
361230,76.8853,22.530466,70.143757,22.496515,70.078489,22.581947,70.203720,1
383434,150.643,23.877093,72.841591,23.790493,72.787682,23.962906,72.916340,1
361250,270.8724,22.713322,70.348704,22.615826,70.259530,22.830991,70.426331,1
383462,88.6393,23.928748,73.356984,23.880768,73.294624,23.970214,73.421028,1
361280,418.0778,22.282399,69.865833,22.113770,69.738724,22.400715,69.986192,1
361305,1116.4389,22.219521,69.609157,22.043411,69.310000,22.459378,69.824661,5
361310,340.0122,22.299443,69.550356,22.195941,69.430922,22.425519,69.660212,1
387240,44.739,22.541798,72.681617,22.486544,72.642822,22.586645,72.712967,1
361320,462.6004,22.003674,69.412544,21.893366,69.275522,22.138100,69.541570,1
691009,1.0166,8.897086,76.577923,8.891260,76.572392,8.903930,76.583226,1
361345,72.9471,22.382071,68.999768,22.317991,68.955614,22.440047,69.047223,1
361347,4.6865,22.389939,69.011541,22.372240,68.996957,22.406319,69.020996,1
361350,32.8983,22.451264,69.045937,22.421243,68.995375,22.480002,69.150531,2
362002,84.0229,21.542523,70.373932,21.506533,70.291458,21.577122,70.459431,1
362011,139.2831,21.602232,70.410426,21.538805,70.297646,21.673578,70.486261,1
362004,208.698,21.514297,70.535891,21.437743,70.466945,21.589468,70.626331,1
691015,3.3636,8.918156,76.618834,8.908179,76.609808,8.929413,76.627167,1
362037,21.7341,21.559932,70.432325,21.530695,70.416828,21.589084,70.486199,1
