pincode,primary_district,primary_state,n_districts,n_states,n_offices
484116,Anuppur,Madhya Pradesh,2,1,4
484224,Anuppur,Madhya Pradesh,2,1,23
484334,Anuppur,Madhya Pradesh,2,1,22
484551,Umaria,Madhya Pradesh,2,1,19
484881,Anuppur,Madhya Pradesh,2,1,45
486669,Sidhi,Madhya Pradesh,2,1,27
486882,Singrauli,Madhya Pradesh,2,1,28
490036,Durg,Chhattisgarh,2,1,12
491221,Durg,Chhattisgarh,2,1,16
491222,Balod,Chhattisgarh,2,1,17
491223,Balod,Chhattisgarh,2,1,17
491225,Balod,Chhattisgarh,2,1,11
491331,Durg,Chhattisgarh,2,1,14
491332,Bemetara,Chhattisgarh,2,1,15
491665,Rajnandgaon,Chhattisgarh,2,1,33
493195,Baloda Bazar,Chhattisgarh,2,1,5
493225,Raipur,Chhattisgarh,2,1,25
493661,Raipur,Chhattisgarh,2,1,24
494228,Kondagaon,Chhattisgarh,2,1,23
495113,Bilaspur,Chhattisgarh,2,1,17
495115,Mungeli,Chhattisgarh,2,1,30
495119,Gaurella Pendra Marwahi,Chhattisgarh,2,1,26
495224,Bilaspur,Chhattisgarh,2,1,14
495330,Mungeli,Chhattisgarh,2,1,17
495442,Bilaspur,Chhattisgarh,2,1,12
495449,Korba,Chhattisgarh,2,1,16
495559,Janjgir-champa,Chhattisgarh,2,1,14
495671,Janjgir-champa,Chhattisgarh,2,1,20
496113,Raigarh,Chhattisgarh,2,1,26
496115,Raigarh,Chhattisgarh,2,1,14
496118,Jashpur,Chhattisgarh,2,1,22
496220,Jashpur,Chhattisgarh,2,1,19
496223,Jashpur,Chhattisgarh,2,1,21
497117,Surguja,Chhattisgarh,2,1,13
497223,Surajpur,Chhattisgarh,2,1,29
497225,Balrampur,Chhattisgarh,2,1,34
500005,Ranga Reddy,Telangana,2,1,5
500010,Medchal Malkajgiri,Telangana,2,1,2
500016,Hyderabad,Telangana,2,1,2
500032,Hyderabad,Telangana,2,1,2
500047,Medchal Malkajgiri,Telangana,2,1,2
500112,Hyderabad,Telangana,2,1,2
501203,Ranga Reddy,Telangana,2,1,15
501501,Vikarabad,Telangana,2,1,21
501513,Ranga Reddy,Telangana,2,1,2
502102,Medak,Telangana,2,1,15
502247,Siddipet,Telangana,2,1,12
502269,Medak,Telangana,2,1,9
502270,Sangareddy,Telangana,2,1,13
502290,Medak,Telangana,2,1,6
502313,Medak,Telangana,2,1,17
502314,Medak,Telangana,2,1,9
502334,Medak,Telangana,2,1,13
502336,Medak,Telangana,2,1,9
502345,Sangareddy,Telangana,2,1,11
503145,Kamareddy,Telangana,2,2,10
503188,Nizamabad,Telangana,2,2,7
503219,Nizamabad,Telangana,2,1,8
503225,Nizamabad,Telangana,2,2,9
503230,Nizamabad,Telangana,2,2,14
503235,Nizamabad,Telangana,2,2,12
503321,Kamareddy,Telangana,2,2,7
504214,Mancherial,Telangana,2,2,13
504215,Mancherial,Telangana,2,2,12
504273,Kumuram Bheem Asifabad,Telangana,2,1,14
505101,Hanumakonda,Telangana,2,1,7
505122,Karimnagar,Telangana,2,1,10
505187,Peddapalli,Telangana,2,2,19
505401,Rajanna Sircilla,Telangana,2,1,7
505467,Siddipet,Telangana,2,1,14
505472,Karimnagar,Telangana,2,1,10
505480,Karimnagar,Telangana,2,1,5
505481,Karimnagar,Telangana,2,1,8
505498,Karimnagar,Telangana,2,1,12
505524,Rajanna Sircilla,Telangana,2,1,11
505525,Peddapalli,Telangana,2,2,14
505528,Siddipet,Telangana,2,1,9
505531,Karimnagar,Telangana,2,1,14
506003,Hanumakonda,Telangana,2,2,11
506005,Hanumakonda,Telangana,2,1,7
506134,Mahabubabad,Telangana,2,1,12
506143,Jangoan,Telangana,2,1,13
506144,Jangoan,Telangana,2,1,6
506145,Jangoan,Telangana,2,1,9
506163,Hanumakonda,Telangana,2,1,12
506223,Siddipet,Telangana,2,1,15
506224,Jangoan,Telangana,2,1,11
506318,Mahabubabad,Telangana,2,1,7
506325,Mahabubabad,Telangana,2,1,10
506345,Jayashankar Bhupalapally,Telangana,2,1,13
506367,Siddipet,Telangana,2,1,14
507315,Bhadradri Kothagudem,Telangana,2,1,7
507316,Bhadradri Kothagudem,Telangana,2,1,4
508223,Suryapet,Telangana,2,1,12
508245,Nalgonda,Telangana,2,1,15
508252,Yadadri Bhuvanagiri,Telangana,2,1,15
508253,Yadadri Bhuvanagiri,Telangana,2,1,13
508355,Nalgonda,Telangana,2,1,7
508376,Suryapet,Telangana,2,1,8
509105,Nagarkurnool,Telangana,2,1,14
509110,Wanaparthy,Telangana,2,1,11
509131,Wanaparthy,Telangana,2,1,10
509132,Jogulamba Gadwal,Telangana,2,2,11
509202,Mahabubnagar,Telangana,2,1,16
509204,Mahabubnagar,Telangana,2,1,14
509206,Wanaparthy,Telangana,2,1,20
509235,Nagarkurnool,Telangana,2,1,9
509302,Mahabubnagar,Telangana,2,1,14
509324,Nagarkurnool,Telangana,2,2,15
509335,Vikarabad,Telangana,2,1,8
509336,Vikarabad,Telangana,2,1,19
509340,Mahabubnagar,Telangana,2,1,17
509350,Vikarabad,Telangana,2,1,10
509360,Nagarkurnool,Telangana,2,1,13
509371,Mahabubnagar,Telangana,2,1,15
509380,Wanaparthy,Telangana,2,1,10
509381,Wanaparthy,Telangana,2,1,10
509382,Mahabubnagar,Telangana,2,1,16
509406,Nagarkurnool,Telangana,2,1,13
509408,Ranga Reddy,Telangana,2,1,15
509409,Mahabubnagar,Telangana,2,1,12
515110,Sri Sathya Sai,Andhra Pradesh,2,1,14
515134,Sri Sathya Sai,Andhra Pradesh,2,1,8
515201,Anantapur,Andhra Pradesh,2,1,2
515231,Sri Sathya Sai,Andhra Pradesh,2,1,13
515465,Anantapur,Andhra Pradesh,2,1,15
515561,Anantapur,Andhra Pradesh,2,1,11
515591,Sri Sathya Sai,Andhra Pradesh,2,1,10
515671,Anantapur,Andhra Pradesh,2,1,2
516464,Y.s.r.,Andhra Pradesh,2,1,11
517101,Tirupati,Andhra Pradesh,2,1,2
517152,Tirupati,Andhra Pradesh,2,1,7
517192,Chittoor,Andhra Pradesh,2,1,6
517247,Chittoor,Andhra Pradesh,2,1,23
517326,Annamayya,Andhra Pradesh,2,1,20
517501,Chittoor,Andhra Pradesh,2,1,8
517502,Tirupati,Andhra Pradesh,2,1,6
517505,Tirupati,Andhra Pradesh,2,1,7
517507,Tirupati,Andhra Pradesh,2,1,7
517520,Tirupati,Andhra Pradesh,2,1,13
517583,Tirupati,Andhra Pradesh,2,1,9
517587,Tirupati,Andhra Pradesh,2,1,8
517644,Chittoor,Andhra Pradesh,2,1,4
518010,Kurnool,Andhra Pradesh,2,1,8
518217,Kurnool,Andhra Pradesh,2,1,8
518221,Nandyal,Andhra Pradesh,2,1,19
518222,Nandyal,Andhra Pradesh,2,1,18
518225,Kurnool,Andhra Pradesh,2,1,10
518432,Nandyal,Andhra Pradesh,2,1,7
518452,Kurnool,Andhra Pradesh,2,1,10
518468,Kurnool,Andhra Pradesh,2,1,11
518508,Nandyal,Andhra Pradesh,2,1,9
520007,NTR,Andhra Pradesh,2,1,5
521104,NTR,Andhra Pradesh,2,1,3
521105,Krishna,Andhra Pradesh,2,1,9
521109,Krishna,Andhra Pradesh,2,1,5
521111,Eluru,Andhra Pradesh,2,1,10
521213,Eluru,Andhra Pradesh,2,1,13
521214,Eluru,Andhra Pradesh,2,1,11
521260,Eluru,Andhra Pradesh,2,1,6
521286,Eluru,Andhra Pradesh,2,1,5
521323,Krishna,Andhra Pradesh,2,1,6
521325,Eluru,Andhra Pradesh,2,1,14
521326,Eluru,Andhra Pradesh,2,1,6
521329,Eluru,Andhra Pradesh,2,1,11
522016,Palnadu,Andhra Pradesh,2,1,11
522020,Palnadu,Andhra Pradesh,2,1,8
522113,Bapatla,Andhra Pradesh,2,1,5
522211,Bapatla,Andhra Pradesh,2,1,4
522212,Guntur,Andhra Pradesh,2,1,19
522301,Guntur,Andhra Pradesh,2,1,8
522315,Guntur,Andhra Pradesh,2,1,6
522318,Bapatla,Andhra Pradesh,2,1,5
522341,Bapatla,Andhra Pradesh,2,1,5
522436,Palnadu,Andhra Pradesh,2,1,11
522438,Guntur,Andhra Pradesh,2,1,9
522529,Guntur,Andhra Pradesh,2,1,10
522549,Palnadu,Andhra Pradesh,2,1,18
522616,Palnadu,Andhra Pradesh,2,1,13
523181,Bapatla,Andhra Pradesh,2,1,4
523183,Prakasam,Andhra Pradesh,2,1,7
523185,Bapatla,Andhra Pradesh,2,1,3
523186,Bapatla,Andhra Pradesh,2,1,5
523201,Bapatla,Andhra Pradesh,2,1,19
523212,Bapatla,Andhra Pradesh,2,1,12
523263,Prakasam,Andhra Pradesh,2,1,8
523264,Prakasam,Andhra Pradesh,2,1,13
524101,Spsr Nellore,Andhra Pradesh,2,1,3
524121,Tirupati,Andhra Pradesh,2,1,13
524127,Tirupati,Andhra Pradesh,2,1,10
524132,Tirupati,Andhra Pradesh,2,1,17
524409,Spsr Nellore,Andhra Pradesh,2,1,9
530049,Visakhapatanam,Andhra Pradesh,2,1,4
531021,Anakapalli,Andhra Pradesh,2,1,8
531027,Anakapalli,Andhra Pradesh,2,1,18
531030,Anakapalli,Andhra Pradesh,2,1,25
531061,Anakapalli,Andhra Pradesh,2,1,11
531111,Alluri Sitharama Raju,Andhra Pradesh,2,1,18
531114,Anakapalli,Andhra Pradesh,2,1,14
531126,Anakapalli,Andhra Pradesh,2,1,11
531149,Visakhapatanam,Andhra Pradesh,2,2,18
531151,Visakhapatanam,Andhra Pradesh,2,1,24
531162,Visakhapatanam,Andhra Pradesh,2,1,22
531173,Visakhapatanam,Andhra Pradesh,2,1,18
532127,Srikakulam,Andhra Pradesh,2,1,21
532407,Srikakulam,Andhra Pradesh,2,1,15
532440,Parvathipuram Manyam,Andhra Pradesh,2,1,16
532455,Parvathipuram Manyam,Andhra Pradesh,2,1,15
532456,Parvathipuram Manyam,Andhra Pradesh,2,1,9
532458,Srikakulam,Andhra Pradesh,2,1,14
532460,Parvathipuram Manyam,Andhra Pradesh,2,1,22
532462,Parvathipuram Manyam,Andhra Pradesh,2,1,10
533001,East Godavari,Andhra Pradesh,2,1,5
533002,Kakinada,Andhra Pradesh,2,1,2
533003,East Godavari,Andhra Pradesh,2,1,4
533004,Kakinada,Andhra Pradesh,2,1,2
533005,Kakinada,Andhra Pradesh,2,1,12
533126,East Godavari,Andhra Pradesh,2,1,10
533214,Konaseema,Andhra Pradesh,2,1,8
533218,Konaseema,Andhra Pradesh,2,1,6
533232,Konaseema,Andhra Pradesh,2,1,9
533234,Konaseema,Andhra Pradesh,2,1,4
533244,Konaseema,Andhra Pradesh,2,1,9
533248,Konaseema,Andhra Pradesh,2,1,10
533256,Konaseema,Andhra Pradesh,2,1,10
533261,Konaseema,Andhra Pradesh,2,1,5
533262,Konaseema,Andhra Pradesh,2,1,13
533263,Konaseema,Andhra Pradesh,2,1,8
533285,Alluri Sitharama Raju,Andhra Pradesh,2,1,12
533286,East Godavari,Andhra Pradesh,2,1,8
533288,Alluri Sitharama Raju,Andhra Pradesh,2,1,28
533297,Kakinada,Andhra Pradesh,2,1,7
533341,Konaseema,Andhra Pradesh,2,1,6
533345,East Godavari,Andhra Pradesh,2,1,3
533346,Konaseema,Andhra Pradesh,2,1,5
533347,East Godavari,Andhra Pradesh,2,1,23
533354,Alluri Sitharama Raju,Andhra Pradesh,2,1,5
533408,Kakinada,Andhra Pradesh,2,1,7
533428,Alluri Sitharama Raju,Andhra Pradesh,2,1,25
533429,Kakinada,Andhra Pradesh,2,1,12
533430,Kakinada,Andhra Pradesh,2,1,8
533437,Kakinada,Andhra Pradesh,2,1,17
533440,East Godavari,Andhra Pradesh,2,1,2
533450,Kakinada,Andhra Pradesh,2,1,16
533451,Kakinada,Andhra Pradesh,2,1,4
534005,Eluru,Andhra Pradesh,2,1,3
534134,West Godavari,Andhra Pradesh,2,1,12
534186,West Godavari,Andhra Pradesh,2,1,7
534198,Eluru,Andhra Pradesh,2,1,13
534312,Eluru,Andhra Pradesh,2,1,18
534318,West Godavari,Andhra Pradesh,2,1,13
534341,West Godavari,Andhra Pradesh,2,1,8
534406,West Godavari,Andhra Pradesh,2,1,7
535005,Vizianagaram,Andhra Pradesh,2,1,11
535125,Vizianagaram,Andhra Pradesh,2,1,9
535128,Vizianagaram,Andhra Pradesh,2,1,14
535145,Visakhapatanam,Andhra Pradesh,2,1,27
535502,Parvathipuram Manyam,Andhra Pradesh,2,1,10
535521,Parvathipuram Manyam,Andhra Pradesh,2,1,25
535547,Parvathipuram Manyam,Andhra Pradesh,2,1,15
535557,Parvathipuram Manyam,Andhra Pradesh,2,1,15
535559,Vizianagaram,Andhra Pradesh,2,1,14
535573,Vizianagaram,Andhra Pradesh,2,1,12
535591,Parvathipuram Manyam,Andhra Pradesh,2,1,19
560049,Bengaluru Rural,Karnataka,2,1,4
560060,Bengaluru Urban,Karnataka,2,1,3
560067,Bengaluru Rural,Karnataka,2,1,2
560087,Bengaluru Urban,Karnataka,2,1,4
562120,Ramanagara,Karnataka,2,1,15
562130,Bengaluru Urban,Karnataka,2,1,7
562163,Bengaluru Rural,Karnataka,2,1,7
563125,Chikkaballapura,Karnataka,2,1,23
571124,Mysuru,Karnataka,2,1,17
571312,Mysuru,Karnataka,2,1,11
571316,Chamarajanagara,Karnataka,2,1,8
571430,Mandya,Karnataka,2,1,17
571442,Chamarajanagara,Karnataka,2,1,12
574107,Udupi,Karnataka,2,1,5
574109,Dakshina Kannada,Karnataka,2,1,4
574234,Kodagu,Karnataka,2,1,4
574314,Dakshina Kannada,Karnataka,2,1,4
577225,Davangere,Karnataka,2,1,6
577521,Davangere,Karnataka,2,1,7
583131,Vijaynagar,Karnataka,2,1,13
583132,Ballari,Karnataka,2,1,10
583134,Vijaynagar,Karnataka,2,1,14
583201,Ballari,Karnataka,2,1,4
583212,Vijaynagar,Karnataka,2,1,16
585214,Yadgir,Karnataka,2,1,22
585309,Yadgir,Karnataka,2,1,10
586113,Vijayapura,Karnataka,2,1,14
586125,Vijayapura,Karnataka,2,1,14
600019,Thiruvallur,Tamil Nadu,2,1,4
600037,Chennai,Tamil Nadu,2,1,2
600049,Chennai,Tamil Nadu,2,1,4
600050,Chennai,Tamil Nadu,2,1,2
600053,Thiruvallur,Tamil Nadu,2,1,6
600057,Thiruvallur,Tamil Nadu,2,1,3
600060,Chennai,Tamil Nadu,2,1,3
600077,Thiruvallur,Tamil Nadu,2,1,4
600089,Chennai,Tamil Nadu,2,1,2
600095,Thiruvallur,Tamil Nadu,2,1,3
600103,Thiruvallur,Tamil Nadu,2,1,4
600116,Chennai,Tamil Nadu,2,1,3
602002,Thiruvallur,Tamil Nadu,2,1,7
602105,Kanchipuram,Tamil Nadu,2,1,10
602108,Thiruvallur,Tamil Nadu,2,1,5
603202,Chengalpattu,Tamil Nadu,2,1,8
603203,Chengalpattu,Tamil Nadu,2,1,3
603204,Chengalpattu,Tamil Nadu,2,1,10
603314,Chengalpattu,Tamil Nadu,2,1,6
603406,Kanchipuram,Tamil Nadu,2,1,12
604407,Tiruvannamalai,Tamil Nadu,2,1,16
605007,Pondicherry,Puducherry,2,2,9
605014,Villupuram,Tamil Nadu,2,2,4
605102,Villupuram,Tamil Nadu,2,2,6
605105,Villupuram,Tamil Nadu,2,2,8
605107,Pondicherry,Puducherry,2,2,8
605110,Pondicherry,Puducherry,2,2,7
605111,Villupuram,Tamil Nadu,2,2,6
605501,Villupuram,Tamil Nadu,2,2,14
605502,Pondicherry,Puducherry,2,2,6
605756,Villupuram,Tamil Nadu,2,1,4
606115,Kallakurichi,Tamil Nadu,2,1,6
606203,Kallakurichi,Tamil Nadu,2,1,9
606301,Kallakurichi,Tamil Nadu,2,1,9
606754,Tiruvannamalai,Tamil Nadu,2,1,7
607107,Villupuram,Tamil Nadu,2,1,8
607209,Villupuram,Tamil Nadu,2,1,6
607402,Pondicherry,Puducherry,2,2,6
607403,Pondicherry,Puducherry,2,2,3
608002,Cuddalore,Tamil Nadu,2,1,13
608703,Cuddalore,Tamil Nadu,2,1,13
609204,Mayiladuthurai,Tamil Nadu,2,1,4
609503,Thiruvarur,Tamil Nadu,2,1,8
609504,Thiruvarur,Tamil Nadu,2,1,3
609603,Karaikal,Puducherry,2,2,6
609604,Karaikal,Puducherry,2,2,3
610101,Nagapattinam,Tamil Nadu,2,1,11
610106,Thiruvarur,Tamil Nadu,2,1,5
610201,Thiruvarur,Tamil Nadu,2,1,4
610203,Thiruvarur,Tamil Nadu,2,1,7
611101,Thiruvarur,Tamil Nadu,2,1,5
612605,Thanjavur,Tamil Nadu,2,1,6
612802,Thiruvarur,Tamil Nadu,2,1,7
612804,Thiruvarur,Tamil Nadu,2,1,10
614015,Thiruvarur,Tamil Nadu,2,1,4
614017,Thiruvarur,Tamil Nadu,2,1,6
614019,Thiruvarur,Tamil Nadu,2,1,14
614208,Thiruvarur,Tamil Nadu,2,1,3
614302,Thanjavur,Tamil Nadu,2,1,6
614704,Thiruvarur,Tamil Nadu,2,1,11
614711,Nagapattinam,Tamil Nadu,2,1,10
614716,Thiruvarur,Tamil Nadu,2,1,5
614902,Thanjavur,Tamil Nadu,2,1,14
614903,Thanjavur,Tamil Nadu,2,1,12
621011,Tiruchirappalli,Tamil Nadu,2,1,8
621104,Perambalur,Tamil Nadu,2,1,10
621106,Perambalur,Tamil Nadu,2,1,4
621109,Perambalur,Tamil Nadu,2,1,7
621110,Perambalur,Tamil Nadu,2,1,4
621215,Tiruchirappalli,Tamil Nadu,2,1,11
621220,Perambalur,Tamil Nadu,2,1,9
621305,Tiruchirappalli,Tamil Nadu,2,1,10
621311,Karur,Tamil Nadu,2,1,11
621312,Tiruchirappalli,Tamil Nadu,2,1,8
621315,Tiruchirappalli,Tamil Nadu,2,1,11
621651,Tiruchirappalli,Tamil Nadu,2,1,10
621713,Perambalur,Tamil Nadu,2,1,13
621716,Perambalur,Tamil Nadu,2,1,9
622102,Pudukkottai,Tamil Nadu,2,1,10
622403,Pudukkottai,Tamil Nadu,2,1,5
625102,Madurai,Tamil Nadu,2,1,5
626140,Virudhunagar,Tamil Nadu,2,1,3
626202,Virudhunagar,Tamil Nadu,2,1,7
626205,Virudhunagar,Tamil Nadu,2,1,6
627202,Tirunelveli,Tamil Nadu,2,1,3
627352,Tuticorin,Tamil Nadu,2,1,7
627413,Tirunelveli,Tamil Nadu,2,1,5
627418,Tenkasi,Tamil Nadu,2,1,3
627602,Tirunelveli,Tamil Nadu,2,1,5
627713,Tenkasi,Tamil Nadu,2,1,4
627851,Tenkasi,Tamil Nadu,2,1,9
627951,Tirunelveli,Tamil Nadu,2,1,7
627953,Tenkasi,Tamil Nadu,2,1,11
630610,Sivaganga,Tamil Nadu,2,1,9
630611,Sivaganga,Tamil Nadu,2,1,13
632102,Tiruvannamalai,Tamil Nadu,2,1,12
632103,Vellore,Tamil Nadu,2,1,11
632312,Vellore,Tamil Nadu,2,1,4
632506,Ranipet,Tamil Nadu,2,1,13
632507,Ranipet,Tamil Nadu,2,1,7
632511,Tiruvannamalai,Tamil Nadu,2,1,10
632512,Ranipet,Tamil Nadu,2,1,10
632514,Vellore,Tamil Nadu,2,1,4
632515,Vellore,Tamil Nadu,2,1,4
632516,Vellore,Tamil Nadu,2,1,5
632518,Ranipet,Tamil Nadu,2,1,4
632520,Vellore,Tamil Nadu,2,1,7
635106,Dharmapuri,Tamil Nadu,2,1,6
635116,Krishnagiri,Tamil Nadu,2,1,6
635123,Krishnagiri,Tamil Nadu,2,1,7
635201,Krishnagiri,Tamil Nadu,2,1,6
635304,Krishnagiri,Tamil Nadu,2,1,8
635804,Vellore,Tamil Nadu,2,1,9
635808,Tirupathur,Tamil Nadu,2,1,4
636113,Salem,Tamil Nadu,2,1,8
636114,Salem,Tamil Nadu,2,1,7
636118,Namakkal,Tamil Nadu,2,1,2
636203,Salem,Tamil Nadu,2,1,7
636806,Dharmapuri,Tamil Nadu,2,1,9
636902,Dharmapuri,Tamil Nadu,2,1,8
637302,Namakkal,Tamil Nadu,2,1,6
637303,Salem,Tamil Nadu,2,1,8
637304,Namakkal,Tamil Nadu,2,1,6
637501,Salem,Tamil Nadu,2,1,7
638051,Erode,Tamil Nadu,2,1,10
638056,Erode,Tamil Nadu,2,1,9
638108,Tiruppur,Tamil Nadu,2,1,6
638110,Erode,Tamil Nadu,2,1,5
638151,Erode,Tamil Nadu,2,1,11
638183,Namakkal,Tamil Nadu,2,1,6
638451,Erode,Tamil Nadu,2,1,8
638458,Erode,Tamil Nadu,2,1,7
638460,Tiruppur,Tamil Nadu,2,1,6
638462,Erode,Tamil Nadu,2,1,7
638751,Erode,Tamil Nadu,2,1,7
639103,Tiruchirappalli,Tamil Nadu,2,1,5
639201,Karur,Tamil Nadu,2,1,11
639202,Karur,Tamil Nadu,2,1,11
639203,Karur,Tamil Nadu,2,1,5
641302,Coimbatore,Tamil Nadu,2,1,9
641401,Coimbatore,Tamil Nadu,2,1,3
641658,Tiruppur,Tamil Nadu,2,1,8
641671,Coimbatore,Tamil Nadu,2,1,10
642113,Tiruppur,Tamil Nadu,2,1,4
642120,Coimbatore,Tamil Nadu,2,1,12
642202,Coimbatore,Tamil Nadu,2,1,7
642205,Tiruppur,Tamil Nadu,2,1,10
670511,Kannur,Kerala,2,1,15
670612,Kannur,Kerala,2,1,4
673572,Kozhikode,Kerala,2,1,9
673632,Malappuram,Kerala,2,1,3
673633,Kozhikode,Kerala,2,1,5
680667,Thrissur,Kerala,2,1,3
685533,Idukki,Kerala,2,1,14
686102,Kottayam,Kerala,2,1,5
686103,Kottayam,Kerala,2,1,3
686510,Kottayam,Kerala,2,1,8
686513,Kottayam,Kerala,2,1,8
686514,Kottayam,Kerala,2,1,9
689122,Alappuzha,Kerala,2,1,3
689123,Alappuzha,Kerala,2,1,3
689694,Pathanamthitta,Kerala,2,1,3
690504,Alappuzha,Kerala,2,1,5
690522,Kollam,Kerala,2,1,4
690547,Kollam,Kerala,2,1,4
691553,Kollam,Kerala,2,1,3
691556,Pathanamthitta,Kerala,2,1,3
695562,Thiruvananthapuram,Kerala,2,1,8
700023,Kolkata,West Bengal,2,1,4
700030,24 Paraganas North,West Bengal,2,1,3
700070,24 Paraganas South,West Bengal,2,1,2
700105,Kolkata,West Bengal,2,1,3
700135,24 Paraganas North,West Bengal,2,1,24
712122,Hooghly,West Bengal,2,1,9
712134,Hooghly,West Bengal,2,1,11
712146,Purba Bardhaman,West Bengal,2,1,10
712308,Hooghly,West Bengal,2,1,5
712401,Hooghly,West Bengal,2,1,14
712402,Hooghly,West Bengal,2,1,7
712408,Hooghly,West Bengal,2,1,7
712410,Hooghly,West Bengal,2,1,26
712413,Hooghly,West Bengal,2,1,14
712512,Hooghly,West Bengal,2,1,7
713123,Purba Bardhaman,West Bengal,2,1,13
713142,Purba Bardhaman,West Bengal,2,1,9
713143,Purba Bardhaman,West Bengal,2,1,21
713148,Purba Bardhaman,West Bengal,2,1,12
713427,Purba Bardhaman,West Bengal,2,1,10
713502,Purba Bardhaman,West Bengal,2,1,13
713519,Purba Bardhaman,West Bengal,2,1,6
721121,Medinipur West,West Bengal,2,1,19
721128,Medinipur West,West Bengal,2,1,6
721130,Medinipur East,West Bengal,2,1,5
721131,Medinipur West,West Bengal,2,1,8
721135,Jhargram,West Bengal,2,1,12
721139,Medinipur East,West Bengal,2,1,17
721144,Medinipur West,West Bengal,2,1,20
721152,Medinipur East,West Bengal,2,1,13
721154,Medinipur East,West Bengal,2,1,7
721212,Medinipur West,West Bengal,2,1,27
721420,Medinipur East,West Bengal,2,1,3
721443,Medinipur West,West Bengal,2,1,10
721504,Jhargram,West Bengal,2,1,14
721513,Jhargram,West Bengal,2,1,21
721516,Jhargram,West Bengal,2,1,14
721641,Medinipur West,West Bengal,2,1,9
731214,Birbhum,West Bengal,2,1,15
731215,Birbhum,West Bengal,2,1,10
731219,Birbhum,West Bengal,2,1,17
731221,Birbhum,West Bengal,2,1,13
731222,Birbhum,West Bengal,2,1,13
731241,Birbhum,West Bengal,2,1,4
731244,Birbhum,West Bengal,2,1,4
733124,Dinajpur Dakshin,West Bengal,2,1,20
733125,Dinajpur Dakshin,West Bengal,2,1,14
733128,Dinajpur Uttar,West Bengal,2,1,15
733132,Dinajpur Dakshin,West Bengal,2,1,18
733142,Dinajpur Dakshin,West Bengal,2,1,9
733158,Dinajpur Dakshin,West Bengal,2,1,3
734001,Darjeeling,West Bengal,2,1,9
734004,Jalpaiguri,West Bengal,2,1,3
734008,Darjeeling,West Bengal,2,1,9
734312,Darjeeling,West Bengal,2,1,4
734501,Jalpaiguri,West Bengal,2,1,3
735122,Coochbehar,West Bengal,2,1,18
735206,Jalpaiguri,West Bengal,2,1,4
735210,Jalpaiguri,West Bengal,2,1,20
735211,Alipurduar,West Bengal,2,1,20
735216,Alipurduar,West Bengal,2,1,5
735223,Kalimpong,West Bengal,2,1,4
735224,Jalpaiguri,West Bengal,2,1,20
735228,Alipurduar,West Bengal,2,1,6
735231,Kalimpong,West Bengal,2,1,4
736121,Alipurduar,West Bengal,2,1,22
736207,Alipurduar,West Bengal,2,1,6
737103,East District,Sikkim,2,1,8
737107,East District,Sikkim,2,1,6
737113,West District,Sikkim,2,1,16
737121,West District,Sikkim,2,1,22
737132,South District,Sikkim,2,1,9
737134,East District,Sikkim,2,1,25
741156,Nadia,West Bengal,2,1,14
741316,Nadia,West Bengal,2,1,6
742121,Murshidabad,West Bengal,2,1,15
742202,Murshidabad,West Bengal,2,1,20
743329,24 Paraganas South,West Bengal,2,1,34
743425,24 Paraganas North,West Bengal,2,1,17
743502,24 Paraganas South,West Bengal,2,1,26
743611,24 Paraganas South,West Bengal,2,1,12
752019,Puri,Odisha,2,1,10
752050,Khordha,Odisha,2,1,17
752114,Puri,Odisha,2,1,13
752120,Puri,Odisha,2,1,3
754004,Cuttack,Odisha,2,1,12
754130,Cuttack,Odisha,2,1,8
754135,Jagatsinghapur,Odisha,2,1,3
754140,Jagatsinghapur,Odisha,2,1,12
754141,Jagatsinghapur,Odisha,2,1,20
754162,Jagatsinghapur,Odisha,2,1,8
754205,Jajapur,Odisha,2,1,7
754207,Cuttack,Odisha,2,1,15
754214,Kendrapara,Odisha,2,1,15
754217,Kendrapara,Odisha,2,1,12
754223,Kendrapara,Odisha,2,1,10
754292,Jajapur,Odisha,2,1,6
755004,Jajapur,Odisha,2,1,9
755007,Jajapur,Odisha,2,1,12
755016,Jajapur,Odisha,2,1,11
755036,Jajapur,Odisha,2,1,8
756028,Baleshwar,Odisha,2,1,8
756030,Baleshwar,Odisha,2,1,9
756046,Baleshwar,Odisha,2,1,13
756048,Baleshwar,Odisha,2,2,9
756111,Bhadrak,Odisha,2,1,8
756115,Bhadrak,Odisha,2,1,9
756121,Bhadrak,Odisha,2,1,12
756168,Bhadrak,Odisha,2,1,7
757082,Mayurbhanj,Odisha,2,1,9
758025,Kendujhar,Odisha,2,1,17
759022,Dhenkanal,Odisha,2,1,5
759122,Dhenkanal,Odisha,2,1,2
759128,Anugul,Odisha,2,1,13
759151,Dhenkanal,Odisha,2,1,3
761108,Ganjam,Odisha,2,1,16
761125,Ganjam,Odisha,2,1,7
761151,Ganjam,Odisha,2,1,17
762012,Kandhamal,Odisha,2,1,18
764002,Koraput,Odisha,2,1,18
767016,Sonepur,Odisha,2,1,20
767020,Balangir,Odisha,2,1,17
767040,Balangir,Odisha,2,1,12
768107,Sambalpur,Odisha,2,1,24
768109,Deogarh,Odisha,2,1,24
768214,Sambalpur,Odisha,2,1,5
768221,Sambalpur,Odisha,2,1,16
768227,Sambalpur,Odisha,2,1,11
768228,Sambalpur,Odisha,2,1,19
781029,Ri Bhoi,Meghalaya,2,2,2
