pincode,centroid_lat,centroid_lon,area_sqkm
391175,21.968677,74.072333,115.5208
391210,22.047984,73.183898,73.3283
391220,22.099953,73.277314,197.3307
391240,22.054956,73.068606,226.7767
391243,22.142404,73.168763,143.285
391244,21.960774,73.180368,180.5896
391250,21.995349,73.289776,85.2005
391310,22.362498,73.135202,11.4108
391320,22.369574,73.153723,5.9819
391330,22.355661,73.086893,45.954
391340,22.428658,73.095348,34.2631
391345,22.394674,73.110823,5.5433
391346,22.373842,73.107443,9.0017
391350,22.417894,73.127824,18.7932
391410,22.255025,73.136858,41.9661
391421,22.110333,72.905705,59.7588
391430,22.121642,72.965564,135.4087
391440,22.235692,73.042598,230.7319
391445,22.164856,73.051531,120.0422
391450,22.208979,72.916641,55.6929
391510,22.439333,73.352972,288.0191
391520,22.515596,73.307598,153.311
391530,22.655724,73.350829,124.9603
391740,22.377569,73.179336,35.4304
391745,22.423256,73.18847,47.0747
391750,22.3851,73.13874,4.5426
391760,22.311734,73.400127,263.6175
391761,22.282365,73.5115,187.8157
391770,22.587738,73.261352,189.0896
391774,22.731105,73.3016,116.656
391775,22.477603,73.205019,86.9089
391776,22.438642,73.212217,7.8308
391780,22.515916,73.148821,105.2153
391810,22.183041,72.846306,119.0768
392001,21.72481,73.005582,78.9736
392011,21.736164,73.063349,19.3254
392012,21.738559,72.857203,246.1476
392015,21.90106,72.940174,69.1441
392020,21.791666,72.954569,153.8
392025,21.902183,72.895749,36.6964
392030,21.750597,73.107057,26.9088
392035,22.012963,72.942456,93.4884
392040,21.982162,72.589059,308.0293
392110,21.956386,72.831931,197.2778
392130,21.719779,72.719416,245.1406
392135,21.737648,72.65097,30.9978
392140,21.872932,72.749179,465.9463
392150,22.067593,72.773866,422.8259
392155,22.086266,72.588213,117.4655
392160,21.733667,72.880322,10.3499
392165,21.799564,72.648529,175.6209
392170,22.168052,72.621044,135.1706
392180,22.158792,72.745197,73.9531
392210,21.812649,73.074719,182.8321
392215,21.820902,73.122904,19.8593
392220,21.892533,73.026276,64.5723
392230,21.959032,73.007254,97.8606
392240,21.85529,73.042695,5.8295
392310,21.941408,73.08241,69.7038
393001,21.639744,73.071752,223.9065
393002,21.616382,73.031317,20.3773
393010,21.680531,73.035116,42.8222
393017,21.753479,73.172296,23.7736
393020,21.627593,72.918549,148.2822
393025,21.492783,73.907714,83.4983
393030,21.56906,72.750893,461.7542
393040,21.689289,73.694772,734.1028
393041,21.551652,73.572438,477.9188
393050,21.496734,73.780118,396.0396
393105,21.874437,73.164708,127.5996
393110,21.652405,73.216084,180.8897
393115,21.74114,73.259472,317.6884
393120,21.82367,73.286993,189.9494
393125,21.527551,73.275775,93.5883
393130,21.613234,73.387124,418.4139
393135,21.552574,73.165191,226.6861
393140,21.817821,73.434132,425.9323
393145,21.871041,73.568122,409.1003
393150,21.936161,73.748264,113.1536
393151,21.880346,73.813208,217.1096
393155,21.81529,73.727712,164.7532
394101,21.259956,72.880345,26.4946
394105,21.23029,72.864571,3.749
394107,21.25486,72.849158,15.6673
394110,21.38635,73.013234,204.7778
394111,21.431329,72.930665,23.2364
394115,21.532865,72.927947,142.1168
394116,21.535569,72.968261,15.0265
394120,21.457798,72.982381,41.4074
394125,21.496244,72.988688,51.5233
394130,21.329933,72.862243,102.4396
394140,21.285176,73.124694,69.6987
394150,21.314541,72.94197,72.2927
394155,21.323167,73.059867,40.9513
394160,21.315704,73.352649,195.4643
394163,21.285851,73.244515,276.6879
394170,21.337207,73.09601,84.644
394180,21.278043,73.00661,54.391
394185,21.266154,72.955565,10.523
394190,21.27853,72.939221,2.7052
394210,21.145061,72.874115,54.0842
394221,21.139357,72.838779,2.7721
394230,21.083607,72.868061,110.7066
394235,21.061526,72.90966,18.2428
394240,20.993141,73.199825,32.0763
394245,20.934126,73.16511,75.9754
394246,20.961454,73.222289,21.7027
394248,20.921469,73.236551,37.1921
394250,21.004699,73.146992,99.4065
394270,21.123292,72.645091,33.6451
394305,21.141716,72.975162,65.013
394310,21.117638,73.045514,94.8509
394315,21.07495,72.98527,36.8768
394317,21.10224,72.987726,19.6242
394320,21.215543,73.092003,48.1038
394325,21.194904,72.961755,55.9011
394326,21.229552,72.990473,56.6419
394327,21.167151,72.946157,16.156
394330,21.253618,73.089331,56.2713
394335,21.210273,73.195528,32.1596
394340,21.169886,73.253468,138.5898
394345,21.16907,73.07607,36.2441
394350,21.030897,73.089178,113.2899
394352,21.039451,73.050789,11.1015
394355,21.166255,73.154684,90.0033
394360,21.271048,73.424691,26.9682
394365,21.047678,73.663141,278.011
394370,21.497175,74.214723,195.0327
394375,21.289932,73.811241,580.2634
394380,21.489716,74.043762,284.5433
394405,21.454363,73.056063,144.8004
394410,21.474801,73.129038,31.7315
394421,21.450699,73.185578,90.7602
394430,21.43401,73.262055,186.8626
394440,21.428347,73.391162,323.2388
394445,21.420502,73.572397,300.7968
394510,21.186649,72.733074,35.9352
394515,21.189162,72.702262,3.8148
394516,21.164876,72.712525,27.3401
394517,21.182972,72.651058,53.7667
394518,21.14058,72.762674,6.2606
394520,21.277379,72.813272,33.8277
394530,21.382875,72.692523,106.3451
394540,21.372293,72.753405,327.5905
394541,21.327369,72.725567,19.4303
394550,21.100818,72.749489,73.5176
394601,21.115336,73.11697,52.9346
394620,21.092736,73.195241,55.1512
394630,20.968085,73.304423,96.2666
394633,20.971161,73.362751,40.2109
394635,20.884036,73.416246,263.4154
394640,21.030984,73.250748,101.7787
394641,21.043315,73.311583,16.2986
394650,21.118445,73.469908,334.8054
394651,21.206274,73.379681,105.1794
394652,21.075929,73.458266,78.91
394655,21.005763,73.445246,278.3396
394660,21.203431,73.564726,16.6574
394670,21.247492,73.535284,429.6519
394680,21.332856,73.669476,354.6732
394690,21.097829,73.293288,67.3263
394710,20.782548,73.746906,940.0405
394715,20.931177,73.573557,153.2892
394716,20.936599,73.799174,453.2985
394720,20.599587,73.708448,75.9422
394730,20.734661,73.575381,468.8175
394810,21.477044,72.840818,153.6106
395001,21.181711,72.811089,4.7729
395002,21.179726,72.833705,7.9579
395003,21.200337,72.8284,5.4243
395004,21.23047,72.821789,22.2339
395005,21.249661,72.705457,179.8122
395006,21.23022,72.913479,43.0399
395007,21.140747,72.78879,37.925
395008,21.222569,72.846204,1.4911
395009,21.198525,72.787797,20.3125
395010,21.199061,72.862782,10.3655
395011,21.190039,72.888752,8.1747
395012,21.169715,72.875381,11.8954
395013,21.235417,72.901248,2.9991
395017,21.154998,72.807403,3.7865
395023,21.122528,72.840061,20.8126
396001,20.599739,72.915203,24.459
396002,20.605118,72.959941,42.1715
396007,20.511913,73.102035,70.0232
396020,20.5515,72.945086,61.9811
396030,20.652297,72.91746,34.7117
396035,20.626045,72.905758,7.953
396040,20.635311,73.130801,121.5055
396045,20.633846,73.028204,70.1635
396050,20.479244,73.285127,473.2161
396051,20.561547,73.343601,307.2874
396055,20.562984,73.047838,120.5136
396060,20.677304,73.203317,134.2342
396065,20.447556,73.186826,53.9297
396067,20.284168,73.279552,737.4391
396105,20.298645,72.91481,95.5322
396110,20.745671,72.92786,9.8381
396115,20.467972,72.874846,4.7487
396120,20.234917,72.807213,41.6203
396125,20.491707,72.990393,140.1933
396126,20.401084,73.124199,167.089
396130,20.289309,72.79599,25.4024
396135,20.248466,72.767613,39.5305
396140,20.331354,72.809826,39.9517
396145,20.423981,72.997127,84.4883
396150,20.206106,72.823699,29.2364
396155,20.293979,72.858055,58.8465
396165,20.161012,72.801171,13.0088
396170,20.165504,72.764198,36.0994
396171,20.169564,72.775175,6.7572
396180,20.487726,72.878996,7.1148
396185,20.457719,72.922026,56.2546
396191,20.370637,72.97779,196.2137
396193,20.316505,72.995703,34.7975
396195,20.339556,72.924226,4.3068
396210,20.441154,72.855013,27.6378
396215,20.400214,72.876934,20.0349
396220,20.388514,72.844572,19.6398
396230,20.192177,73.099915,519.8442
396235,20.249199,72.956324,86.5022
396240,20.199057,73.020073,92.9657
396310,20.780621,72.93585,137.4879
396321,20.787341,73.262777,68.4509
396325,20.757911,73.015884,12.7623
396350,20.862984,72.991825,35.1493
396360,20.825041,73.015463,31.1534
396370,20.839203,72.975392,6.3962
396375,20.689957,72.97797,97.6223
396380,20.789399,73.017316,32.177
396385,20.706618,72.894251,61.8083
396403,20.880644,72.868802,23.264
396406,20.850697,72.873862,90.2251
396409,20.792879,73.090157,29.8336
396412,20.7983,72.854642,21.7246
396415,21.036187,72.948758,29.7854
396418,21.005875,73.023016,5.0956
396421,20.931662,72.892657,12.7915
396424,20.944522,72.97138,10.1624
396427,20.969466,73.014568,32.6166
396430,20.855649,73.071001,48.965
396433,20.897366,73.04443,51.273
396436,21.000035,72.823477,236.3868
396439,20.902164,72.821262,21.653
396440,20.929364,72.835755,20.7938
396445,20.946143,72.940276,98.5147
396450,20.912804,72.88103,25.7355
396460,20.816539,72.883101,7.434
396463,20.930822,73.014004,33.4479
396466,20.916323,73.100478,19.7425
396469,20.955897,73.062248,30.1292
396472,20.883247,72.94198,19.1051
396475,21.022337,72.991824,46.6709
396510,20.870212,73.263544,110.5397
396521,20.726522,73.070322,123.1837
396530,20.81399,73.116244,25.6899
396540,20.733519,73.197442,105.8097
396560,20.831295,73.154979,136.1346
396570,20.834197,73.217909,37.6017
396580,20.698882,73.347484,443.3957
396590,20.812591,73.398262,107.9943
400001,18.962309,72.93249,7.158
400002,18.948322,72.826533,1.53
400003,18.954659,72.833401,0.9987
400004,18.956365,72.822118,1.5085
400005,18.907216,72.815159,4.9895
400006,18.955257,72.801019,2.377
400007,18.961363,72.814249,1.7183
400008,18.967476,72.827906,2.5885
400009,18.957238,72.840279,1.7978
400010,18.971314,72.8461,3.1395
400011,18.980742,72.827872,1.7189
400012,18.996538,72.837518,4.3983
400013,18.996428,72.826313,2.1866
400014,19.014641,72.845923,1.9305
400015,18.994189,72.853361,4.0543
400016,19.035966,72.842236,2.3105
400017,19.045962,72.854517,3.9303
400018,18.993321,72.817885,3.7331
400019,19.027301,72.852376,2.3087
400020,18.936417,72.826967,1.0131
400021,18.925808,72.823759,0.7741
400022,19.043237,72.868488,4.0229
400024,19.060219,72.882028,2.7284
400025,19.012466,72.827683,1.3213
400026,18.970478,72.807526,1.3351
400027,18.976221,72.83618,0.9415
400028,19.019512,72.836856,2.4691
400029,19.080644,72.865249,1.4804
400030,19.013295,72.817844,1.3835
400031,19.014087,72.854096,1.3239
400032,18.928957,72.828817,0.4059
400033,18.986919,72.844843,1.6177
400034,18.974318,72.815584,1.2664
400035,18.943978,72.795584,0.2964
400037,19.019876,72.87032,9.455
400042,19.132301,72.954322,18.9523
400043,19.063133,72.935594,6.5086
400049,19.098246,72.830923,6.523
400050,19.055019,72.829949,5.4255
400051,19.062199,72.853227,6.7767
400052,19.070737,72.831564,2.1458
400053,19.143392,72.825051,9.4828
400054,19.081114,72.836485,1.7078
400055,19.080611,72.849246,2.4354
400056,19.101758,72.841506,1.358
400057,19.100341,72.848836,2.0091
400058,19.121771,72.840083,3.6882
400059,19.116435,72.877509,3.896
400060,19.134483,72.857748,2.6163
400061,19.148814,72.801458,12.7457
400063,19.158543,72.853578,3.2497
400064,19.185311,72.842304,3.1194
400065,19.153975,72.874602,16.7908
400066,19.21593,72.909992,112.4219
400067,19.208336,72.825824,17.6028
400068,19.255474,72.859798,10.2983
400069,19.118472,72.850715,2.3076
400070,19.074187,72.882089,4.2871
400071,19.056261,72.900444,6.6145
400072,19.10505,72.890214,4.4536
400074,19.023234,72.894946,18.3479
400075,19.079321,72.915523,3.0725
400076,19.113856,72.9081,6.7644
400077,19.075968,72.90056,2.6382
400078,19.147583,72.931753,7.951
400079,19.087785,72.936442,18.7439
400080,19.171187,72.947707,7.6557
400081,19.164413,72.967352,7.3187
400082,19.173963,72.935548,0.7992
400083,19.108669,72.942075,6.52
400084,19.094933,72.898022,3.8026
400085,19.02006,72.926821,13.6132
400086,19.09092,72.911172,2.6877
400087,19.131119,72.902746,6.9106
400088,19.047554,72.939496,11.648
400089,19.069681,72.898682,1.4764
400091,19.22532,72.838462,5.78
400092,19.23244,72.803642,29.5907
400093,19.125557,72.864805,3.2319
400094,19.037598,72.925131,4.6992
400095,19.180542,72.813968,16.3052
400096,19.126439,72.876258,1.1164
400097,19.182948,72.866845,8.5473
400098,19.07213,72.861488,2.6495
400099,19.097303,72.866852,11.6924
400101,19.19969,72.867251,5.9802
400102,19.141683,72.840669,4.6367
400103,19.247058,72.843544,3.8029
400104,19.164824,72.839429,5.7132
400601,19.204594,72.981559,3.3494
400602,19.192918,72.972251,3.9396
400603,19.179378,72.977153,3.1798
400604,19.193373,72.953257,5.6185
400605,19.198623,72.999965,11.0334
400606,19.211446,72.961434,5.3758
400607,19.247018,72.982861,8.7108
400608,19.224384,72.991136,7.1184
400610,19.229091,72.969627,4.9433
400612,19.148087,73.05452,66.6699
400614,19.021748,73.03984,7.0428
400615,19.268802,72.958796,25.9353
400701,19.12881,73.007609,25.236
400702,18.875534,72.954216,35.8748
400703,19.08112,73.014545,15.7697
400704,18.893199,72.923473,11.8451
400705,19.062067,73.017895,14.0727
400706,19.030177,73.020314,23.5211
400707,18.920212,72.981943,44.4082
400708,19.163276,72.998162,14.9928
400709,19.099758,72.997524,7.8527
400710,19.102217,73.026583,7.4916
401101,19.290447,72.833413,40.0992
401102,19.557829,72.802999,217.3725
401103,19.877382,72.803509,82.195
401104,19.298214,72.870773,23.8967
401105,19.307666,72.859845,3.4673
401106,19.302866,72.801267,34.6751
401107,19.281987,72.904032,13.872
401201,19.362383,72.788364,27.562
401202,19.37119,72.823672,22.8454
401203,19.415775,72.796964,24.746
401204,19.47473,73.031767,47.3983
401206,19.492455,73.011164,6.1579
401207,19.344734,72.821341,6.4705
401208,19.373428,72.899218,170.1288
401209,19.427281,72.836357,18.834
401210,19.383448,72.839714,4.6281
401301,19.459487,72.775141,25.3989
401302,19.471907,72.76274,5.4753
401303,19.476936,72.919781,240.9405
401304,19.40543,72.769494,7.8975
401305,19.456715,72.827556,11.302
401401,19.620524,72.78337,39.6542
401402,19.658604,72.780642,94.0817
401403,19.688335,72.922801,352.4117
401404,19.717288,72.806799,221.3454
401405,19.730007,72.706918,4.9091
401501,19.797605,72.781668,141.188
401502,19.845133,72.704104,42.3624
401503,19.904937,72.714175,76.8992
401504,19.823705,72.729362,39.0536
401506,19.799611,72.85866,15.012
401601,19.974478,72.735247,51.0536
401602,19.968678,72.846434,368.1822
401603,19.942405,73.211331,762.5053
401604,19.853457,73.375438,589.6318
401605,19.82436,73.045312,476.7494
401606,20.143417,72.894533,303.7748
401607,19.897348,72.938519,35.109
401608,19.940306,72.768463,23.7337
401609,19.967035,72.998726,98.239
401610,20.043489,72.991108,286.3132
401701,20.095232,72.7767,57.9314
401702,20.073887,72.735011,12.337
401703,20.017271,72.800582,4.7174
402101,18.079103,73.223949,60.6026
402102,18.115198,73.353157,23.3336
402103,18.151244,73.310471,126.9067
402104,18.246467,73.284157,199.3159
402105,18.137647,73.120073,296.6727
402106,18.55864,73.158289,74.9999
402107,18.720256,73.116757,530.7641
402108,18.658765,73.011711,125.9572
402109,18.422104,73.064129,370.0385
402110,18.042378,73.065782,120.4706
402111,18.269509,73.127017,156.993
402112,18.328306,73.204159,136.0255
402113,18.100644,73.020843,37.5945
402114,18.000212,73.037995,18.56
402115,18.052341,73.356875,39.7691
402116,18.422655,73.159783,59.3358
402117,18.194643,73.246916,31.6741
402118,18.743575,73.014853,14.2351
402120,18.337291,73.353785,208.2155
402122,18.17374,73.200267,65.2453
402125,18.535636,73.106493,44.2655
402126,18.497272,73.186305,32.7159
402201,18.730947,72.937322,135.299
402202,18.494244,72.938009,71.492
402203,18.558969,72.996009,171.7768
402204,18.620018,72.933235,46.9132
402207,18.687932,72.866703,6.2489
402208,18.737146,72.888148,75.0616
402209,18.646728,72.908743,20.2991
402301,18.049335,73.413295,175.0737
402302,18.140408,73.521476,219.3722
402303,17.969547,73.526254,407.9651
402304,18.432767,73.232293,119.1871
402305,18.222095,73.422986,211.7441
402306,18.143251,73.589896,94.8133
402307,17.927283,73.40203,63.0395
402308,18.418884,73.329816,131.3121
402309,18.085467,73.453269,40.8744
402401,18.362314,72.975243,177.9297
402402,18.245791,72.968962,12.0702
402403,18.209825,72.987225,65.8205
402404,18.134717,73.020831,39.4677
402406,18.378466,72.931123,3.1662
403001,15.49008,73.823128,6.6174
403002,15.471129,73.817239,4.9811
403004,15.459254,73.810286,3.7382
403005,15.483763,73.851623,18.9581
403006,15.495848,73.879324,6.7713
403101,15.539349,73.85427,12.5143
403102,15.540321,73.881636,26.4447
403103,15.328316,74.041387,41.149
403104,15.4435,73.92066,14.6859
403105,15.47827,74.063345,17.804
403106,15.53389,73.943943,7.7235
403107,15.508602,73.971508,38.0007
403108,15.449125,73.882356,16.248
403109,15.504466,73.80329,3.8148
403110,15.475629,73.924366,30.9494
403114,15.521139,73.802237,15.7391
403115,15.450687,73.957435,8.651
403201,15.468992,73.865039,2.6169
403202,15.455119,73.855849,3.8133
403203,15.440091,73.898464,2.7763
403204,15.423592,73.901493,5.5719
403206,15.458238,73.836363,2.9378
403401,15.417478,74.026628,126.07
403402,15.501525,73.918368,12.8779
403403,15.530727,73.911875,27.0623
403404,15.433589,73.97096,38.0099
403406,15.421844,74.156429,206.14
403409,15.387285,74.033855,18.5454
403410,15.348589,74.245679,202.4169
403501,15.558262,73.828843,16.5852
403502,15.624989,73.860376,24.523
403503,15.668963,73.924837,107.9223
403504,15.58827,73.950412,72.7167
403505,15.560372,74.031291,119.729
403506,15.557006,74.173293,436.0014
403507,15.596386,73.801323,36.1076
403508,15.591709,73.87312,16.8048
403509,15.58768,73.749533,13.9199
403510,15.579598,73.787361,9.9334
403511,15.549488,73.792773,10.6084
403512,15.70876,73.80989,158.2838
403513,15.669699,73.855556,67.7863
403515,15.510853,73.771543,8.0045
403516,15.551672,73.767824,17.4561
403517,15.629913,73.785422,24.6536
403521,15.518093,73.835108,8.4526
403523,15.568855,73.85959,7.7279
403524,15.70337,73.714596,26.7857
403526,15.609184,73.825407,4.4977
403527,15.665132,73.736922,21.9643
403529,15.581642,73.95652,1.1908
403530,15.52537,74.077777,49.426
403601,15.279298,73.970788,21.0496
403602,15.314968,73.947358,11.9323
403701,15.180213,73.974198,4.1837
403702,15.010084,74.11159,343.6686
403703,15.12283,74.031883,206.4066
403704,15.171687,74.223194,447.9921
403705,15.153786,74.116488,194.4637
403706,15.294012,74.118321,126.6717
403707,15.246535,73.961484,10.3377
403708,15.282667,73.927946,10.8819
403709,15.275024,74.02719,44.2536
403710,15.38821,73.928436,22.328
403711,15.398534,73.838543,3.5004
403712,15.352814,73.897645,15.0722
403713,15.312114,73.915925,15.2427
403714,15.241852,74.043343,27.7477
403715,15.210194,73.985078,21.2386
403716,15.259009,73.935756,12.3172
403717,15.201101,73.953143,6.8467
403718,15.347326,73.976642,23.3869
403719,15.317266,74.004955,2.8086
403720,15.309074,73.983177,16.2832
403721,15.225757,73.938022,8.8017
403722,15.34815,73.935082,21.6765
403723,15.157661,73.968815,13.7283
403724,15.220621,73.951884,2.9196
403725,15.235478,73.981184,7.8458
403726,15.387248,73.884279,18.8391
403728,14.936261,74.078711,46.608
403729,15.256496,73.989281,4.0234
403731,15.176384,73.94754,8.8387
403801,15.382452,73.84147,10.526
403802,15.394806,73.819548,6.3103
403803,15.399278,73.799635,1.7276
403804,15.407002,73.792789,2.483
403806,15.369847,73.840864,5.3681
410101,19.063056,73.343348,180.8992
410102,18.989269,73.2714,12.5447
410201,18.984939,73.417813,541.024
410202,18.834094,73.290572,99.4216
410203,18.758267,73.290041,167.0387
410204,18.79821,73.362798,12.0661
410205,18.591359,73.274623,529.3233
410206,18.96562,73.056469,642.5695
410207,18.851711,73.156156,62.3929
410208,19.085888,73.097616,49.3014
410209,19.018582,73.101191,0.6084
410210,19.054564,73.066977,27.644
410216,18.80147,73.341415,1.5983
410218,19.03897,73.099647,12.193
410220,18.847735,73.213311,24.2653
410221,18.913502,73.141382,126.0966
410222,18.892285,73.18655,20.6608
410301,18.769228,73.57331,5.6084
410302,18.768665,73.373681,3.8705
410401,18.625636,73.384381,125.4591
410402,18.737845,73.384521,52.7879
410403,18.754886,73.439294,4.0118
410405,18.785126,73.486204,358.6711
410406,18.656555,73.481295,141.6387
410501,18.775366,73.836987,395.4356
410502,19.22084,73.789359,489.5212
410503,19.007366,73.93675,131.1516
410504,19.072975,74.066958,385.0048
410505,18.882958,73.941924,645.2116
410506,18.666205,73.633312,224.3554
410507,18.766141,73.703968,100.8506
410508,18.919017,74.059311,44.4484
410509,19.121884,73.64435,356.453
410510,18.885293,74.085948,30.7516
410511,19.217041,73.919032,16.9697
410512,18.942166,73.91485,68.3597
410513,18.953657,73.833026,73.8672
410515,19.070071,73.922504,94.6591
410516,19.089452,73.781155,57.9509
411001,18.525195,73.884123,15.4664
411002,18.512332,73.860455,2.3497
411003,18.566363,73.857601,9.7439
411004,18.517109,73.836549,4.2209
411005,18.536361,73.848973,5.1156
411006,18.55308,73.87985,14.4596
411007,18.55494,73.821721,6.8617
411008,18.533488,73.806291,7.9
411009,18.486309,73.846587,6.6071
411011,18.521748,73.864106,1.8044
411012,18.580217,73.829316,1.6577
411013,18.491709,73.92401,15.9712
411014,18.557529,73.925348,25.8003
411015,18.602477,73.881288,28.2652
411016,18.529094,73.828895,4.395
411017,18.612065,73.794369,8.8047
411018,18.637875,73.815815,11.3658
411019,18.651959,73.799002,10.094
411020,18.558283,73.83734,5.2106
411021,18.536266,73.768839,31.6501
411022,18.501354,73.907841,2.3388
411023,18.435451,73.7086,104.0303
411024,18.446162,73.781582,2.0856
411025,18.3803,73.745189,111.4682
411026,18.625569,73.836675,16.8107
411027,18.587191,73.80468,14.508
411028,18.507365,73.927999,4.0958
411030,18.504341,73.843343,5.3696
411031,18.591643,73.848144,9.5461
411032,18.581614,73.920801,8.79
411033,18.626813,73.749842,27.4439
411034,18.601502,73.82295,3.8446
411035,18.643024,73.77217,8.6588
411036,18.52568,73.928201,18.6638
411037,18.479477,73.869102,11.7241
411038,18.507834,73.8079,14.7351
411039,18.627242,73.855775,4.8162
411040,18.498693,73.888705,3.3488
411041,18.438179,73.802875,28.4166
411042,18.503541,73.866219,2.6133
411043,18.465473,73.843201,6.8434
411044,18.660746,73.759953,11.2159
411045,18.567587,73.766972,18.1546
411046,18.433823,73.855764,37.1441
411047,18.602127,73.934053,25.2106
411048,18.457457,73.926464,28.9389
411051,18.476413,73.821028,3.2611
411052,18.490133,73.821161,3.9505
411053,18.536448,73.826867,0.5672
411057,18.591196,73.723871,48.4539
411058,18.488502,73.784773,16.2583
411060,18.463782,73.912357,5.084
411061,18.578368,73.802425,4.843
411062,18.683951,73.799478,30.778
411067,18.56063,73.802986,2.4839
411068,18.458486,73.792916,6.9677
412101,18.677694,73.728068,47.2813
412102,18.13621,74.235881,74.9687
412103,18.112284,74.394872,80.5161
412104,18.383657,74.213613,203.0379
412105,18.666817,73.913375,159.4623
412106,18.857458,73.567007,352.7362
412107,18.359223,73.57103,182.8401
412108,18.519154,73.52329,522.1039
412109,18.734995,73.757315,35.044
412110,18.501473,74.075848,40.1003
412112,18.404856,73.46335,230.9295
412115,18.541962,73.665639,200.8847
412201,18.456771,74.038254,83.1512
412202,18.4636,74.145801,163.0428
412203,18.469709,74.36787,265.446
412204,18.316828,74.386044,174.833
412205,18.28279,73.906312,338.928
412206,18.135684,73.748748,670.3503
412207,18.571908,74.146859,357.6185
412208,18.687931,74.11981,308.892
412209,18.73871,74.232149,220.6961
412210,18.70721,74.414252,331.4184
412211,18.609814,74.402672,317.4422
412212,18.27416,73.535179,162.2482
412213,18.265751,73.751275,361.6393
412214,18.493406,74.263409,182.7248
412215,18.492321,74.430823,15.0066
412216,18.614623,74.069086,138.3073
412218,18.875089,74.195262,274.2585
412219,18.434827,74.455849,193.0769
412220,18.808797,74.274318,72.0775
412301,18.341201,74.00569,361.5944
412303,18.297999,74.185775,232.4556
412304,18.239985,74.303269,183.4653
412305,18.187586,74.170164,192.3715
412306,18.127083,74.316008,100.9198
412307,18.513395,73.96977,26.6964
412308,18.446519,73.967514,68.8297
412311,18.207037,74.055264,154.7872
412312,18.133322,74.106033,6.5276
412401,19.130241,73.917905,48.2994
412402,19.033843,73.648305,174.2825
412403,18.809915,74.06546,144.0983
412404,18.935986,73.766503,144.0122
412405,18.961326,73.971516,35.3802
412406,18.97473,74.070838,157.9809
412408,19.053428,73.826761,117.5802
412409,19.301048,73.914716,366.0696
412410,19.145517,74.201515,186.19
412411,19.17488,74.116655,128.8744
412412,19.173095,74.049774,90.8375
412801,18.123571,73.954503,126.6715
412802,18.057467,73.988096,193.1569
412803,17.977167,73.806107,427.3569
412804,17.918253,73.894923,23.5771
412805,17.906424,73.832997,45.985
412806,17.838392,73.685425,423.3
413001,17.671735,75.898976,4.4373
413002,17.726655,75.961388,518.529
413003,17.657679,75.91797,3.7683
413004,17.652185,75.873384,32.2017
413005,17.676866,75.942433,15.2537
413006,17.651288,75.990642,89.4119
413007,17.654656,75.905909,2.0793
413008,17.515314,75.88705,273.1521
413101,17.896409,74.972209,67.1229
413102,18.210464,74.556411,513.1267
413103,17.965155,75.007057,214.3043
413104,18.111588,74.707149,214.0196
413105,18.348752,74.789562,74.3113
413106,18.124026,75.031881,389.2526
413107,17.834716,74.917532,248.0436
413108,17.924489,75.103043,54.7454
413109,17.921392,74.743615,469.9812
413110,18.17654,74.427034,207.9811
413111,17.8381,74.811375,127.1119
413112,17.859705,75.132133,165.2997
413113,17.784734,75.037677,284.6394
413114,18.051235,74.841044,262.8513
413115,18.138653,74.510698,33.9783
413116,18.079558,74.504008,46.3901
413118,17.868092,75.021975,15.1534
413120,18.08624,74.913736,120.6751
413130,18.289868,74.689706,349.4709
413132,18.204972,74.85817,307.6235
413133,18.21386,74.633347,53.6396
413201,18.715842,75.298389,326.119
413202,18.237527,75.150904,503.5751
413203,18.389312,75.131336,893.5164
413204,18.66136,75.448659,367.9131
413205,18.593756,75.28292,287.4724
413206,18.288249,74.991092,130.7423
413207,18.899312,75.318628,238.4109
413208,18.068836,75.398262,348.5496
413209,18.025387,75.536904,298.2024
413210,18.047384,75.288678,151.6883
413211,17.99598,75.214977,331.7639
413212,18.007749,75.082055,93.3441
413213,17.80302,75.665229,449.2545
413214,17.910289,75.552967,134.4817
413215,17.51018,75.986096,203.8321
413216,17.531397,76.254096,493.4422
413217,17.452097,76.314399,93.8969
413218,17.643382,76.358648,112.3562
413219,17.391774,76.008597,261.3654
413220,17.359927,76.34624,90.5107
413221,17.498478,75.757595,420.3568
413222,17.875205,75.789073,432.7749
413223,18.170385,75.27079,136.6347
413224,17.61692,75.946608,25.9754
413225,17.615805,75.933575,2.1932
413226,17.637569,76.183908,195.4106
413227,17.394594,76.165136,131.3882
413228,17.58762,76.081836,209.0824
413229,18.937434,75.446115,51.773
413233,17.747341,75.523474,31.7222
413235,17.486172,76.109284,88.1417
413245,17.67358,75.661617,53.4431
413248,17.740889,75.555338,202.1023
413249,19.077466,75.447969,534.4374
413250,18.125659,75.523704,69.7409
413251,18.271928,75.312291,140.1058
413252,18.196666,75.38397,152.8784
413253,17.618577,75.671604,302.4692
413255,17.725196,75.807764,80.7807
413301,17.925433,75.391099,94.6864
413302,17.874563,75.259221,212.823
413303,17.831942,75.401097,87.0316
413304,17.680577,75.351903,992.5334
413305,17.500186,75.457003,518.7995
413306,17.583407,75.048452,420.9208
413307,17.392176,75.132242,485.355
413308,17.380337,75.037468,191.8444
413309,17.294182,75.234442,451.6048
413310,17.690386,75.010995,328.0843
413314,17.220687,74.936209,133.6804
413315,17.801992,75.253493,72.131
413317,17.540147,75.240658,245.497
413319,17.371706,75.528365,366.7211
